Held_out_formulation,N_test,R2,MAE,RMSE,Spearman,Target,Target_column,Feature_set,Model
6ALG6HA,5,-5.942573706882277,1.2460959535235647,1.4163713390019284,-0.6,SR,SR_mean,core,SVR_RBF
1ALG8HA,6,-0.46683710996231853,1.2331071302910042,1.376401512456603,-0.8285714285714287,SR,SR_mean,core,RandomForest
2ALG8HA,5,-0.6350938650568327,1.2802894301587326,1.749959768051646,-0.8999999999999998,SR,SR_mean,core,RandomForest
4ALG4HA,6,0.10327000439521405,1.2092114239418006,1.2394920330252814,0.6957252427829382,SR,SR_mean,core,RandomForest
4ALG6HA,5,-0.1836607936321064,0.7917862873015873,0.9403903952248261,-0.7,SR,SR_mean,core,RandomForest
4ALG8HA,5,-9.56873386554055,1.835691874338623,1.9905986454549658,-0.3,SR,SR_mean,core,RandomForest
6ALG2HA,6,-0.858077015006099,1.2933974371693122,1.7246952221494347,0.11595420713048969,SR,SR_mean,core,RandomForest
6ALG4HA,5,-4.145407355856726,0.995640070105819,1.134995726728598,-0.7,SR,SR_mean,core,RandomForest
6ALG6HA,5,-0.0457453004480981,0.4276342960317459,0.5497051948543774,,SR,SR_mean,core,RandomForest
1ALG8HA,6,-0.6010548706992545,1.2821466780552102,1.4379947644920201,-0.2942449431682498,SR,SR_mean,core,GradientBoosting
2ALG8HA,5,-0.6673145799277753,1.5573576630391512,1.7671177682504393,-0.6,SR,SR_mean,core,GradientBoosting
4ALG4HA,6,-0.14972127726524387,1.342122905831421,1.403489524347587,0.5507824838698261,SR,SR_mean,core,GradientBoosting
4ALG6HA,5,0.63549605917637,0.43579849083574834,0.5218499755098569,0.8999999999999998,SR,SR_mean,core,GradientBoosting
4ALG8HA,5,-11.648961198747248,1.8905916048397107,2.177708034470819,-0.051298917604257706,SR,SR_mean,core,GradientBoosting
6ALG2HA,6,-1.2778017632872323,1.5456574689846097,1.9095826809550671,0.11595420713048969,SR,SR_mean,core,GradientBoosting
6ALG4HA,5,-0.03639688449564993,0.3979956887423766,0.5093864570437668,0.22360679774997894,SR,SR_mean,core,GradientBoosting
6ALG6HA,5,0.5332684973851278,0.3047339727224939,0.3672403883349794,0.8660254037844386,SR,SR_mean,core,GradientBoosting
1ALG8HA,6,-0.363469542724999,1.1713127835591637,1.3270183163912324,-0.23190841426097938,SR,SR_mean,core,XGBoost
2ALG8HA,5,-0.048093705709707946,1.1594271179199218,1.4010601353542722,-0.19999999999999998,SR,SR_mean,core,XGBoost
4ALG4HA,6,0.058545671026275836,1.1317129567464193,1.27002572950109,0.08571428571428573,SR,SR_mean,core,XGBoost
4ALG6HA,5,0.41326297584853755,0.6474349800109861,0.6620888899023063,0.3,SR,SR_mean,core,XGBoost
4ALG8HA,5,-12.387183362535625,2.043728475952149,2.240354940112393,-0.20519567041703082,SR,SR_mean,core,XGBoost
6ALG2HA,6,-0.7612550060629462,1.1832623647054037,1.6791582401715746,0.14285714285714288,SR,SR_mean,core,XGBoost
6ALG4HA,5,-2.9119342594650317,0.8503329315185548,0.9896465586145721,0.051298917604257706,SR,SR_mean,core,XGBoost
6ALG6HA,5,-0.04319830730055729,0.4985931007385254,0.5490353620979597,0.8660254037844386,SR,SR_mean,core,XGBoost
1ALG8HA,6,-124.76886498190453,12.202785370816573,12.74502722683499,0.4285714285714286,SR,SR_mean,engineered,LinearRegression
2ALG8HA,5,-3.642055639765477,2.593032329929558,2.94857304184936,-0.7999999999999999,SR,SR_mean,engineered,LinearRegression
4ALG4HA,6,-64.48530586347385,9.49522152889837,10.59216704459332,-0.942857142857143,SR,SR_mean,engineered,LinearRegression
4ALG6HA,5,-3.0312348715400805,1.4609645848711446,1.7354559890004995,0.7,SR,SR_mean,engineered,LinearRegression
4ALG8HA,5,-83126.60327807182,175.3873637177051,176.54070347694665,0.8999999999999998,SR,SR_mean,engineered,LinearRegression
6ALG2HA,6,-41571.45377927229,257.87855316908207,257.97839371566516,0.14285714285714288,SR,SR_mean,engineered,LinearRegression
6ALG4HA,5,-2155.5161655790366,23.22266243867195,23.235964479428976,-0.9999999999999999,SR,SR_mean,engineered,LinearRegression
6ALG6HA,5,-2928494.998626428,918.8607926761748,919.8969901753435,-0.6,SR,SR_mean,engineered,LinearRegression
1ALG8HA,6,-0.0008717005188680904,1.0012258512585177,1.136955329290322,0.4285714285714286,SR,SR_mean,engineered,SVR_RBF
2ALG8HA,5,0.31285579948110176,0.8626509469598463,1.134437730735632,0.6,SR,SR_mean,engineered,SVR_RBF
4ALG4HA,6,0.22790453291111612,0.9490516774559835,1.1501338683435884,0.942857142857143,SR,SR_mean,engineered,SVR_RBF
4ALG6HA,5,0.3738445517954747,0.5759666791118268,0.6839677667600986,0.7,SR,SR_mean,engineered,SVR_RBF
4ALG8HA,5,-0.31654816657067886,0.6099966227167422,0.7025716148645904,0.8999999999999998,SR,SR_mean,engineered,SVR_RBF
6ALG2HA,6,0.07505394051344827,1.0479073428937091,1.2168546555866382,0.8285714285714287,SR,SR_mean,engineered,SVR_RBF
6ALG4HA,5,-1.5382284817315037,0.7471144088883811,0.7971677146371519,0.9999999999999999,SR,SR_mean,engineered,SVR_RBF
6ALG6HA,5,-0.015473030176735625,0.45892756623571085,0.5416903229254421,0.6,SR,SR_mean,engineered,SVR_RBF
1ALG8HA,6,-0.1605785443996277,1.110871958112875,1.2243101938710592,0.2,SR,SR_mean,engineered,RandomForest
2ALG8HA,5,-0.5885208473581836,1.2365617809523826,1.7248573320578542,-0.8999999999999998,SR,SR_mean,engineered,RandomForest
4ALG4HA,6,-0.09353094846468779,1.0088133009259252,1.3687635466261718,0.7714285714285715,SR,SR_mean,engineered,RandomForest
4ALG6HA,5,0.14872263231120197,0.6308774968253965,0.79749890795445,0.7,SR,SR_mean,engineered,RandomForest
4ALG8HA,5,-7.333346740590477,1.6473695920634952,1.767591683633342,-0.19999999999999998,SR,SR_mean,engineered,RandomForest
6ALG2HA,6,-0.5163966656338401,1.0531010873015878,1.5580698194337328,0.14285714285714288,SR,SR_mean,engineered,RandomForest
6ALG4HA,5,-14.423438311904055,1.893353301058206,1.9650560629139953,0.0,SR,SR_mean,engineered,RandomForest
6ALG6HA,5,-4.493084156212627,1.1451553375661339,1.2598678883267989,0.35909242322980395,SR,SR_mean,engineered,RandomForest
1ALG8HA,6,-2.5545711312655204,1.7961618303364622,2.142633059332752,0.1449427589131121,SR,SR_mean,engineered,GradientBoosting
2ALG8HA,5,-1.757697822632874,1.7655709894913485,2.272636920809813,-0.49999999999999994,SR,SR_mean,engineered,GradientBoosting
4ALG4HA,6,0.3602781318296535,0.8727172203666568,1.0469079300492485,0.7142857142857143,SR,SR_mean,engineered,GradientBoosting
4ALG6HA,5,0.4256606420733964,0.6040150685488713,0.6550566239044613,0.41039134083406165,SR,SR_mean,engineered,GradientBoosting
4ALG8HA,5,-11.098216737245496,2.006367409015283,2.1297709722269285,0.6,SR,SR_mean,engineered,GradientBoosting
6ALG2HA,6,-1.7279653077910115,1.6490976627616185,2.0897769095942875,0.057977103565244846,SR,SR_mean,engineered,GradientBoosting
6ALG4HA,5,-17.06686246498502,2.046738979499033,2.1267954088620216,-0.051298917604257706,SR,SR_mean,engineered,GradientBoosting
6ALG6HA,5,-2.0156683239536894,0.823549829166434,0.9334878454084351,0.9746794344808964,SR,SR_mean,engineered,GradientBoosting
1ALG8HA,6,-1.6887400508559964,1.4566193402608232,1.8634966011383818,0.3768511731740915,SR,SR_mean,engineered,XGBoost
2ALG8HA,5,-1.4375233242468761,1.4723335224151612,2.136638795834777,-0.41039134083406165,SR,SR_mean,engineered,XGBoost
4ALG4HA,6,0.17006358195124582,0.8592286615371704,1.1924366124600634,0.6,SR,SR_mean,engineered,XGBoost
4ALG6HA,5,0.4772387690412676,0.5121206245422363,0.6249513914774726,0.49999999999999994,SR,SR_mean,engineered,XGBoost
4ALG8HA,5,-12.58968196224886,2.192764978790284,2.257235489106848,0.7181848464596079,SR,SR_mean,engineered,XGBoost
6ALG2HA,6,-1.1827061916999035,1.103598680496216,1.8692962940272193,0.11595420713048969,SR,SR_mean,engineered,XGBoost
6ALG4HA,5,-24.03846707674269,2.473546597671509,2.5037341513072398,0.9999999999999999,SR,SR_mean,engineered,XGBoost
6ALG6HA,5,-1.3554539584826881,0.7191692916870117,0.8250004590572704,0.8720815992723809,SR,SR_mean,engineered,XGBoost
1ALG8HA,6,-180.66128645839672,14.869275615721769,15.317411842176469,0.4285714285714286,SR,SR_mean,rheology_enhanced,LinearRegression
2ALG8HA,5,-4.347931441515606,2.8365203951344933,3.164824524531278,-0.7999999999999999,SR,SR_mean,rheology_enhanced,LinearRegression
4ALG4HA,6,-146.57737544391955,15.192271153833355,15.900939394555213,-0.942857142857143,SR,SR_mean,rheology_enhanced,LinearRegression
4ALG6HA,5,-5.425060586636927,1.980628035711753,2.190953533819764,0.7,SR,SR_mean,rheology_enhanced,LinearRegression
4ALG8HA,5,-82500.77315474047,174.71716563584553,175.87490042672943,0.8999999999999998,SR,SR_mean,rheology_enhanced,LinearRegression
6ALG2HA,6,-513.940714016735,27.800343247457636,28.711714059109966,0.14285714285714288,SR,SR_mean,rheology_enhanced,LinearRegression
6ALG4HA,5,-589.0499225679445,12.128816041690271,12.154265634827276,-0.9999999999999999,SR,SR_mean,rheology_enhanced,LinearRegression
6ALG6HA,5,-2886726.960710982,912.2696829058177,913.3133583635075,-0.6,SR,SR_mean,rheology_enhanced,LinearRegression
1ALG8HA,6,-0.016838609227976198,1.0211422964348904,1.1459883713881067,0.4285714285714286,SR,SR_mean,rheology_enhanced,SVR_RBF
2ALG8HA,5,0.43553661771642294,0.7548668441182445,1.0281929142629487,0.7999999999999999,SR,SR_mean,rheology_enhanced,SVR_RBF
4ALG4HA,6,0.5044573021530383,0.7012153943040419,0.9214110824599216,0.942857142857143,SR,SR_mean,rheology_enhanced,SVR_RBF
4ALG6HA,5,0.49952138271299973,0.5307396690933188,0.6114871245689889,0.7,SR,SR_mean,rheology_enhanced,SVR_RBF
4ALG8HA,5,-1.460829801080791,0.908524792431001,0.9605345967758825,0.8999999999999998,SR,SR_mean,rheology_enhanced,SVR_RBF
6ALG2HA,6,0.04512614110694324,1.0505303100497303,1.2363843716295426,0.8285714285714287,SR,SR_mean,rheology_enhanced,SVR_RBF
6ALG4HA,5,-2.2716291572145653,0.8775530076219529,0.9050370945542607,0.9999999999999999,SR,SR_mean,rheology_enhanced,SVR_RBF
6ALG6HA,5,0.2199935996286514,0.3665442862259969,0.4747510823941403,0.6,SR,SR_mean,rheology_enhanced,SVR_RBF
1ALG8HA,6,-0.19238685014250545,1.1333591862874783,1.2409742948098874,0.2,SR,SR_mean,rheology_enhanced,RandomForest
2ALG8HA,5,-0.36710050751737877,1.1176428455026468,1.6001361691152354,-0.7,SR,SR_mean,rheology_enhanced,RandomForest
4ALG4HA,6,-0.02406466259489637,1.0067006684303352,1.3245750830734344,0.6,SR,SR_mean,rheology_enhanced,RandomForest
4ALG6HA,5,0.30773233332722505,0.6523573957671959,0.7191700242824387,0.7,SR,SR_mean,rheology_enhanced,RandomForest
4ALG8HA,5,-9.192589542948463,1.8670245219576742,1.9548547368266351,0.3,SR,SR_mean,rheology_enhanced,RandomForest
6ALG2HA,6,-0.4161524978686715,1.0334098606701947,1.505689826859615,0.14285714285714288,SR,SR_mean,rheology_enhanced,RandomForest
6ALG4HA,5,-10.828180910685855,1.6462486349206351,1.7208512200855939,0.0,SR,SR_mean,rheology_enhanced,RandomForest
6ALG6HA,5,-0.9337908691769714,0.6638324984126976,0.747517962559752,0.35909242322980395,SR,SR_mean,rheology_enhanced,RandomForest
1ALG8HA,6,-1.8023923222222082,1.4755890268457748,1.9024737099271694,0.1449427589131121,SR,SR_mean,rheology_enhanced,GradientBoosting
2ALG8HA,5,-1.805899101031887,1.776804934116684,2.292412377619498,-0.7999999999999999,SR,SR_mean,rheology_enhanced,GradientBoosting
4ALG4HA,6,0.00491165571939145,1.1000039996991213,1.305700921742903,0.7142857142857143,SR,SR_mean,rheology_enhanced,GradientBoosting
4ALG6HA,5,0.41445873216577533,0.6441607548295846,0.6614138849881874,0.6155870112510925,SR,SR_mean,rheology_enhanced,GradientBoosting
4ALG8HA,5,-14.72351052691046,2.331934984929825,2.427990488705078,0.6,SR,SR_mean,rheology_enhanced,GradientBoosting
6ALG2HA,6,-0.757359393988887,1.0612582213622475,1.677300198547771,0.23190841426097938,SR,SR_mean,rheology_enhanced,GradientBoosting
6ALG4HA,5,-13.241495620175728,1.8593798114041662,1.8882615298463648,0.8720815992723809,SR,SR_mean,rheology_enhanced,GradientBoosting
6ALG6HA,5,-0.3680204458947114,0.565593736645468,0.6287285395715375,0.9746794344808964,SR,SR_mean,rheology_enhanced,GradientBoosting
1ALG8HA,6,-1.824820707542508,1.5385029296874997,1.9100715717617072,0.4285714285714286,SR,SR_mean,rheology_enhanced,XGBoost
2ALG8HA,5,-1.4241675308078103,1.4667482810974122,2.1307771691519024,-0.3,SR,SR_mean,rheology_enhanced,XGBoost
4ALG4HA,6,0.10405847653930056,0.8800251255035402,1.2389469860936158,0.6,SR,SR_mean,rheology_enhanced,XGBoost
4ALG6HA,5,0.4697282725023785,0.5516035041809081,0.6294247116701818,0.49999999999999994,SR,SR_mean,rheology_enhanced,XGBoost
4ALG8HA,5,-11.376899809851418,2.0996196083068854,2.1541610098329547,0.7,SR,SR_mean,rheology_enhanced,XGBoost
6ALG2HA,6,-1.0989805940086832,1.0935301049550377,1.833093917839865,0.14285714285714288,SR,SR_mean,rheology_enhanced,XGBoost
6ALG4HA,5,-17.617256227355337,2.1247605773925784,2.158948003624481,0.9999999999999999,SR,SR_mean,rheology_enhanced,XGBoost
