Split,R2,MAE,RMSE,Spearman,Target,Target_column,Feature_set,Model
4,0.9366518752641895,0.0603345138252514,0.08013186248430493,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
5,0.7673833274692357,0.30658122374306307,0.3921988167710948,0.7142857142857144,Qm,Qm_mean_mg_s,core,SVR_RBF
6,0.6908442675687895,0.2530080403411436,0.3512650353342718,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
7,0.7390765233683236,0.17009996739143785,0.2552830147155173,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
8,-1.457530611435217,0.20229835194089438,0.26005623561659774,0.3333333333333334,Qm,Qm_mean_mg_s,core,SVR_RBF
9,0.7338469423922338,0.3530700881165869,0.530785005351302,0.8333333333333335,Qm,Qm_mean_mg_s,core,SVR_RBF
10,0.7656817065477831,0.19250710688481198,0.26439801621571274,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
11,0.8839914820271446,0.1476944894312035,0.22093614654100405,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
12,0.5837902186581944,0.31068049425350497,0.535311448506053,0.7857142857142858,Qm,Qm_mean_mg_s,core,SVR_RBF
13,-2.0969547930911374,0.20019718741573111,0.3398371895891617,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
14,0.9840325366668052,0.05018791131039482,0.056290809884244654,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
15,0.6355815547975672,0.37071515296910174,0.45509282507950194,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
16,0.9252251477544885,0.08710227295881971,0.10520720356582675,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
17,0.8554331057568236,0.247282035854693,0.32106736511343076,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
18,0.7197029697952999,0.29091712762880234,0.38955278365184837,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
19,0.7723494846688906,0.11067323823496615,0.19634500934194649,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
20,0.8532406758809975,0.17137016230557642,0.21338238825659792,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
21,0.5431119058053582,0.44286457089353287,0.5168192607684957,0.8095238095238096,Qm,Qm_mean_mg_s,core,SVR_RBF
22,0.8181365004550799,0.17741015507303776,0.2545716288731984,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
23,0.7642368870565416,0.13540216282849932,0.19424520775914178,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
24,0.8934788108994188,0.05526069246989866,0.061874642624339,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
25,0.6605562390225976,0.2438649771605334,0.5196666542803756,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
26,0.7028507347944614,0.2541468254394743,0.31685413170540977,0.7380952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
27,0.8925928986061534,0.1536524918208244,0.2388865614949255,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
28,0.5839191778623849,0.2811563282398476,0.5318735711825667,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
29,0.8085185095185115,0.2243718713144474,0.3036739514328911,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
30,-0.01982613979148673,0.15773405481609148,0.19647232751233398,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
31,0.39488116708368615,0.4312856998619505,0.6345011840432445,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
32,0.6938677622809807,0.1684584442127181,0.23492017134889395,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
33,0.06876747206752609,0.1538668019790285,0.22488288938879858,0.6428571428571429,Qm,Qm_mean_mg_s,core,SVR_RBF
34,0.9382665946994804,0.07993668967475528,0.09199128168965837,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
35,0.22447622327968186,0.5100658342364855,0.8522136354812616,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
36,0.7768454892770218,0.12498440417248653,0.20861843967787258,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
37,0.7038274872461514,0.4007883445167204,0.4850614673942164,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
38,0.9414254744020357,0.0710065631304111,0.09393505558550592,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
39,0.7634930215432034,0.19096831574787274,0.25675511003165546,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
40,0.608959372905288,0.24234067895445363,0.5273158678779536,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
41,0.8297667706665415,0.2451347470667503,0.3484993413938759,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
42,0.8190716685591759,0.19358964564891895,0.31026652420698253,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
43,0.9670529838370175,0.10270086763164554,0.1191473646160593,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
44,0.4495734202149153,0.34998663702301547,0.4561460508913276,0.6904761904761906,Qm,Qm_mean_mg_s,core,SVR_RBF
45,0.5482035054540628,0.10327224018900967,0.13748054149591155,0.7857142857142858,Qm,Qm_mean_mg_s,core,SVR_RBF
46,0.8260216843897796,0.19714758064320748,0.25549925976829907,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
47,0.4435796761787044,0.46180678384652335,0.7484445648219474,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
48,0.21495397391188398,0.31206362540711396,0.3649430789162358,0.5952380952380953,Qm,Qm_mean_mg_s,core,SVR_RBF
49,0.2272920673296679,0.21527782115053784,0.2597083127642264,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
50,0.587174867568757,0.16831124080173238,0.19795343273746757,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
51,0.6903927814329842,0.20453804954423654,0.3390393965251736,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
52,0.8857329705908299,0.13894982365549147,0.19775765218359467,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
53,0.5849177169335674,0.2771684995822729,0.49423096109989273,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
54,0.5968069171609103,0.19087227248142247,0.26679694100374796,0.7857142857142858,Qm,Qm_mean_mg_s,core,SVR_RBF
55,0.9352828674954894,0.13757075260732554,0.1881637840611038,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
56,0.6425594832031867,0.2863625631972717,0.5250569870474298,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
57,0.6611140696488171,0.16857309797481235,0.2689308489165184,0.7380952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
58,0.7304382591398444,0.2704858817839854,0.42619527223995746,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
59,0.8248504609268743,0.1612930275168178,0.24449533420835626,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
60,0.445227058841533,0.22599019228236777,0.3055435077640031,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
61,0.945589803167969,0.0813908787222283,0.10199982437211129,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
62,0.7130239752321212,0.2835172414733267,0.4427485597066701,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
63,-1.511034371200644,0.27514800912062665,0.3591954068504199,0.7380952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
64,0.8114158204248041,0.21554782391143118,0.3659307052795657,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
65,0.7511473749059926,0.27305846948645357,0.3336324981389666,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
66,0.6371461041708597,0.3822010554185614,0.6051184694439784,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
67,0.8523748655584661,0.19456626311641945,0.29623483268495004,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
68,-2.4753121944166576,0.3434749838663423,0.506645384145589,0.6666666666666669,Qm,Qm_mean_mg_s,core,SVR_RBF
69,0.6597429779459896,0.13035976351326511,0.21774629658991257,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
70,0.9317363798899553,0.095950940753754,0.11048327911272997,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
71,0.7863492236104109,0.07917479353463039,0.09720800693646313,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
72,-1.5971718695087223,0.31613444193547846,0.38974452033602297,0.38095238095238104,Qm,Qm_mean_mg_s,core,SVR_RBF
73,-0.011067676670472926,0.3116515480283066,0.4229777523196012,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
74,0.6227193581041152,0.4405399536715422,0.6648365511919351,1.0,Qm,Qm_mean_mg_s,core,SVR_RBF
75,0.7302616848809544,0.23349841307489103,0.31330000320401435,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
76,0.4405294569829864,0.1093513315171906,0.15095534092026844,0.5476190476190477,Qm,Qm_mean_mg_s,core,SVR_RBF
77,0.6987767452666087,0.27858910209513,0.4644759438114994,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
78,0.8220375792104605,0.22207703870206708,0.3445302782471283,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
79,0.8491242179328987,0.21406289838349246,0.2763119469088917,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
80,0.7265878468117499,0.14693871659280514,0.21518996895041634,0.7857142857142858,Qm,Qm_mean_mg_s,core,SVR_RBF
81,0.8779586458598196,0.09182609689282342,0.10786442561943953,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
82,0.5345759801216106,0.3177548785598879,0.4748393922093459,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
83,0.7591297766932567,0.28797353467334924,0.36097816518374504,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
84,0.7996044630298731,0.12958780448168564,0.16405982311126688,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
85,0.6424457479697541,0.22756909201169012,0.5065002796468207,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
86,0.6412381893720577,0.27658836811762594,0.5306710515454849,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
87,0.7311720360642573,0.30598082520202313,0.43067701171571676,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
88,0.8935972296690345,0.12837304389699733,0.19987365277285032,0.880952380952381,Qm,Qm_mean_mg_s,core,SVR_RBF
89,0.4249281489543302,0.2259451021638919,0.33717624948494573,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
90,0.3368183873487026,0.1423356035714098,0.2156498415154653,0.9047619047619048,Qm,Qm_mean_mg_s,core,SVR_RBF
91,0.863956003543936,0.09293232384576615,0.10637205994318806,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
92,0.2732980636512804,0.6159066118036123,0.8520532905551044,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
93,0.5454976145944301,0.19127792023865436,0.28245845819538135,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
94,0.7233523512966343,0.10669011540508205,0.19957242339331863,0.7857142857142858,Qm,Qm_mean_mg_s,core,SVR_RBF
95,0.46621882589566876,0.1839996183755388,0.2694333679449507,0.7619047619047621,Qm,Qm_mean_mg_s,core,SVR_RBF
96,0.5469483232001766,0.1559509945948116,0.21081630141722016,0.9285714285714287,Qm,Qm_mean_mg_s,core,SVR_RBF
97,0.38692919840437423,0.45731868068391746,0.7343942393281622,0.8571428571428572,Qm,Qm_mean_mg_s,core,SVR_RBF
98,0.8346589648829003,0.2188450807098906,0.2983543047938983,0.8333333333333335,Qm,Qm_mean_mg_s,core,SVR_RBF
99,0.2896727029002387,0.1584451516406462,0.25627116203306394,0.9761904761904763,Qm,Qm_mean_mg_s,core,SVR_RBF
100,0.9368103704996529,0.08882961730056319,0.1047015018722637,0.9523809523809524,Qm,Qm_mean_mg_s,core,SVR_RBF
1,0.20132911158731004,0.6455855072751324,0.813740332607558,0.6666666666666669,Qm,Qm_mean_mg_s,core,RandomForest
2,0.5666683965131207,0.2843829606481475,0.39326091426417603,0.8571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
3,-0.4574647567328447,0.42688821792328097,0.4535034756050896,0.28571428571428575,Qm,Qm_mean_mg_s,core,RandomForest
4,-0.3594670900118164,0.3164145920965614,0.3712125964137844,0.0,Qm,Qm_mean_mg_s,core,RandomForest
5,0.19647485506930396,0.5675083821097886,0.7289296155821162,0.523809523809524,Qm,Qm_mean_mg_s,core,RandomForest
6,0.03141166482932878,0.4900532619047626,0.6217501346306213,0.38095238095238104,Qm,Qm_mean_mg_s,core,RandomForest
7,-0.18109116454417662,0.45220757754629637,0.5431340771045806,0.5000000000000001,Qm,Qm_mean_mg_s,core,RandomForest
8,-5.036740360004392,0.3656456628637565,0.407585806739855,-0.023809523809523815,Qm,Qm_mean_mg_s,core,RandomForest
9,0.21193352472139348,0.7030365897817465,0.9133439199968508,0.6666666666666669,Qm,Qm_mean_mg_s,core,RandomForest
10,0.45499668201051213,0.2862068275462956,0.40323170075702597,0.8742671711966791,Qm,Qm_mean_mg_s,core,RandomForest
11,0.4326946350429197,0.4268659083994709,0.4885739203549862,0.9047619047619048,Qm,Qm_mean_mg_s,core,RandomForest
12,0.18398576924690957,0.5179878989748676,0.7495476669646345,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
13,-8.70996878615946,0.4328055029912228,0.6017448574743858,0.5269555552418339,Qm,Qm_mean_mg_s,core,RandomForest
14,0.6595265972130149,0.2227547577711642,0.25993282628279535,0.9285714285714287,Qm,Qm_mean_mg_s,core,RandomForest
15,-0.1419444023545713,0.5760262327441072,0.8056052598882846,0.1666666666666667,Qm,Qm_mean_mg_s,core,RandomForest
16,0.10070219827080984,0.32410061392195844,0.3648542934674888,0.8095238095238096,Qm,Qm_mean_mg_s,core,RandomForest
17,0.14866880745167754,0.5975474986772492,0.7791319456285235,0.14285714285714288,Qm,Qm_mean_mg_s,core,RandomForest
18,-0.041187444678364216,0.5245783333333331,0.7507952651653169,0.7142857142857144,Qm,Qm_mean_mg_s,core,RandomForest
19,0.11858058310234765,0.30421348743386234,0.38634638660769755,0.6666666666666669,Qm,Qm_mean_mg_s,core,RandomForest
20,0.30969066033187376,0.3730587702020198,0.4627832106447913,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
21,-0.09673185688109931,0.6800346754298945,0.800726126794929,-0.3571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
22,0.2782598025390598,0.3640593425925929,0.5071397783896914,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
23,0.08918157199947851,0.28447534970238086,0.38179328780156285,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
24,-1.554631851738716,0.2596136360930736,0.3030113260570477,0.2142857142857143,Qm,Qm_mean_mg_s,core,RandomForest
25,0.22842732456817305,0.5374084804894182,0.7834825971987389,0.5030030300035688,Qm,Qm_mean_mg_s,core,RandomForest
26,0.22460629063146553,0.39339906018518556,0.5118387721724246,0.4761904761904762,Qm,Qm_mean_mg_s,core,RandomForest
27,0.2716709029506552,0.46079983250661355,0.6220697047281587,0.3952166664313755,Qm,Qm_mean_mg_s,core,RandomForest
28,0.10984522127432106,0.5101677619047618,0.7779511464193736,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
29,0.2762779586280377,0.5333081721230164,0.5903778303500393,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
30,-1.5946323705996703,0.23947487020502628,0.31338357917262505,0.29940656547831473,Qm,Qm_mean_mg_s,core,RandomForest
31,-0.5360363591134671,0.8185934247685192,1.0109108319185736,-0.04761904761904763,Qm,Qm_mean_mg_s,core,RandomForest
32,-0.2733182223864532,0.389137628306878,0.4791089161172115,0.467074242146171,Qm,Qm_mean_mg_s,core,RandomForest
33,-7.4897629060088295,0.4666122075066144,0.679008365385665,-0.13173888881045848,Qm,Qm_mean_mg_s,core,RandomForest
34,0.6785626188172329,0.1751585897817458,0.20991078048388104,0.9047619047619048,Qm,Qm_mean_mg_s,core,RandomForest
35,-0.12753490839677095,0.7552384474356668,1.0275806514199077,0.3571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
36,0.22730461285596204,0.298301562169312,0.388198647292589,0.7619047619047621,Qm,Qm_mean_mg_s,core,RandomForest
37,0.3113445270554792,0.6717530071097886,0.7396485376027615,0.6826469692905576,Qm,Qm_mean_mg_s,core,RandomForest
38,0.3179191558496517,0.29009784011243384,0.32054664311868103,0.5952380952380953,Qm,Qm_mean_mg_s,core,RandomForest
39,0.019932784355596644,0.3822909892526452,0.5226669594208823,0.2380952380952381,Qm,Qm_mean_mg_s,core,RandomForest
40,0.36843597534016503,0.3920416177248678,0.6701447069114396,0.5030030300035688,Qm,Qm_mean_mg_s,core,RandomForest
41,0.1414353274310347,0.5195563338293658,0.7826476761442255,0.4761904761904762,Qm,Qm_mean_mg_s,core,RandomForest
42,0.11979041761654796,0.4790451063311686,0.6843443366347691,0.6904761904761906,Qm,Qm_mean_mg_s,core,RandomForest
43,0.5441030890788408,0.35301999801587236,0.4432101738623919,0.7857142857142858,Qm,Qm_mean_mg_s,core,RandomForest
44,-0.751424069627529,0.6822507870370371,0.813672948181402,-0.4285714285714286,Qm,Qm_mean_mg_s,core,RandomForest
45,-1.5421341979192023,0.2742181964285713,0.32611369865294376,0.4285714285714286,Qm,Qm_mean_mg_s,core,RandomForest
46,0.09673283151922196,0.49579111904761897,0.5821705038924652,0.4285714285714286,Qm,Qm_mean_mg_s,core,RandomForest
47,-0.18477288663701374,0.7770918017526453,1.0921334275377093,0.8333333333333335,Qm,Qm_mean_mg_s,core,RandomForest
48,-1.0852414536116073,0.5548342094907405,0.5947791650906544,0.37126414119311024,Qm,Qm_mean_mg_s,core,RandomForest
49,-1.8974650836676101,0.40117038938492083,0.5029065256085794,0.4285714285714286,Qm,Qm_mean_mg_s,core,RandomForest
50,-0.854777853010303,0.34819441418650876,0.4195907675530534,0.7619047619047621,Qm,Qm_mean_mg_s,core,RandomForest
51,0.221931737891908,0.369466155423281,0.5374690711858904,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
52,0.3915736699533503,0.3860526580687828,0.45632769661492395,0.8095238095238096,Qm,Qm_mean_mg_s,core,RandomForest
53,0.08209120140819282,0.5476083353174601,0.7349581603356705,0.4047619047619048,Qm,Qm_mean_mg_s,core,RandomForest
54,-0.5347587696615377,0.4370917426196491,0.5205283300865322,0.3571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
55,0.35193847582259763,0.4266840264550261,0.5954352262629601,0.5628843430992317,Qm,Qm_mean_mg_s,core,RandomForest
56,0.16981219834825856,0.5880803797949743,0.8001892752344986,0.4761904761904762,Qm,Qm_mean_mg_s,core,RandomForest
57,0.33679338699704264,0.32292140443121675,0.3762168800845008,0.4285714285714286,Qm,Qm_mean_mg_s,core,RandomForest
58,0.01666774224302181,0.5888146479828043,0.8140098210535289,0.6904761904761906,Qm,Qm_mean_mg_s,core,RandomForest
59,0.3405653576321469,0.33110534375,0.4744079471062438,0.880952380952381,Qm,Qm_mean_mg_s,core,RandomForest
60,-0.7035826358035433,0.4269989452711639,0.5354230052915118,-0.1666666666666667,Qm,Qm_mean_mg_s,core,RandomForest
61,0.014662853192051406,0.35873518353174605,0.4340619362731103,0.4047619047619048,Qm,Qm_mean_mg_s,core,RandomForest
62,-0.058435313428747415,0.5907480406746028,0.8502889005508343,0.6904761904761906,Qm,Qm_mean_mg_s,core,RandomForest
63,-5.086656409528843,0.424695391038361,0.5592343497768253,0.407192929050508,Qm,Qm_mean_mg_s,core,RandomForest
64,0.42057013938033616,0.3782277827380952,0.6414261487144804,0.8571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
65,-0.0036005627338471236,0.5833004912367727,0.6700044423608565,0.0,Qm,Qm_mean_mg_s,core,RandomForest
66,0.17727428940747214,0.6900703910383599,0.9111755303867517,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
67,0.5115660847076081,0.4175843250661376,0.5388388203414118,0.9285714285714287,Qm,Qm_mean_mg_s,core,RandomForest
68,-9.890500355695595,0.6659483912037036,0.8968732994662177,0.3571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
69,-0.5431563961968864,0.3340390294312167,0.4637161276822628,-0.1077863635721933,Qm,Qm_mean_mg_s,core,RandomForest
70,-0.2924153665528544,0.40083192673761436,0.4807319138503166,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
71,-5.664833952956431,0.4510634376653448,0.542930785774591,0.3233590907165799,Qm,Qm_mean_mg_s,core,RandomForest
72,-1.234301102228922,0.26058690625000047,0.36149352492964926,0.5611425419454066,Qm,Qm_mean_mg_s,core,RandomForest
73,-1.5929061443106844,0.5572239563492065,0.6773619706680982,-0.4523809523809524,Qm,Qm_mean_mg_s,core,RandomForest
74,-0.0213169647298026,0.8491296314484126,1.0938629173714898,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
75,0.11898038346742124,0.45855736557539684,0.5662156491801691,0.3333333333333334,Qm,Qm_mean_mg_s,core,RandomForest
76,-4.662866211770502,0.379683149305556,0.48026177470054643,-0.38095238095238104,Qm,Qm_mean_mg_s,core,RandomForest
77,0.004392431689433374,0.5766023468915346,0.8444288685670556,0.7619047619047621,Qm,Qm_mean_mg_s,core,RandomForest
78,0.28588754913326087,0.4569734723875659,0.690154851349004,0.7857142857142858,Qm,Qm_mean_mg_s,core,RandomForest
79,0.210257832987907,0.5150905924272486,0.6321680742649435,0.04761904761904763,Qm,Qm_mean_mg_s,core,RandomForest
80,0.05605324386126065,0.3014988918650794,0.39984057610526935,0.5476190476190477,Qm,Qm_mean_mg_s,core,RandomForest
81,-0.5542933513950277,0.30434928538359823,0.38493838589580376,0.6190476190476191,Qm,Qm_mean_mg_s,core,RandomForest
82,0.4000401579884648,0.42650044923941804,0.539117506930415,0.7142857142857144,Qm,Qm_mean_mg_s,core,RandomForest
83,-0.015869120495713096,0.6013275401785714,0.7413243323313955,0.04761904761904763,Qm,Qm_mean_mg_s,core,RandomForest
84,-0.07384581846091232,0.3213602210648147,0.379777456534786,0.5952380952380953,Qm,Qm_mean_mg_s,core,RandomForest
85,0.3408683434723818,0.41166587020502615,0.6876933125773923,0.880952380952381,Qm,Qm_mean_mg_s,core,RandomForest
86,0.1628448890752009,0.6078222536375669,0.81063483054024,0.30952380952380953,Qm,Qm_mean_mg_s,core,RandomForest
87,-0.02202595080261882,0.6334436501322749,0.8397411418134911,0.4523809523809524,Qm,Qm_mean_mg_s,core,RandomForest
88,0.3894646525825437,0.4019050082671958,0.47877833280009985,0.7380952380952381,Qm,Qm_mean_mg_s,core,RandomForest
89,-0.0820723028969299,0.33610722949735466,0.462513124456678,0.11904761904761905,Qm,Qm_mean_mg_s,core,RandomForest
90,-1.2621084807246081,0.25910206878306896,0.39828102765927387,0.3952166664313755,Qm,Qm_mean_mg_s,core,RandomForest
91,0.44145418104542167,0.1861004343584654,0.21553474079683077,0.6666666666666669,Qm,Qm_mean_mg_s,core,RandomForest
92,-0.6639349239874988,1.029828003637566,1.2893082685341493,0.28571428571428575,Qm,Qm_mean_mg_s,core,RandomForest
93,-1.0250050611366843,0.4546691731150795,0.5962104135081903,-0.04761904761904763,Qm,Qm_mean_mg_s,core,RandomForest
94,0.03296445938086556,0.3014730162037038,0.3731283581019686,0.523809523809524,Qm,Qm_mean_mg_s,core,RandomForest
95,-0.5047212574668869,0.35495292177729704,0.4523741517270106,0.5714285714285715,Qm,Qm_mean_mg_s,core,RandomForest
96,-0.6596684690825665,0.31340909077380963,0.40349763197111876,0.27545404024004955,Qm,Qm_mean_mg_s,core,RandomForest
97,-0.20517247885478596,0.8031665444775133,1.0296711581773106,0.3571428571428572,Qm,Qm_mean_mg_s,core,RandomForest
98,0.05513025188529419,0.5727349250240501,0.7132272939948374,0.1666666666666667,Qm,Qm_mean_mg_s,core,RandomForest
99,-0.13594267670408766,0.2686015338955028,0.3240773612051589,0.5952380952380953,Qm,Qm_mean_mg_s,core,RandomForest
100,0.4687783657497818,0.26862254100529087,0.30357631413095354,0.5476190476190477,Qm,Qm_mean_mg_s,core,RandomForest
1,0.28198396560032646,0.5878076670034231,0.771558723985133,0.7619047619047621,Qm,Qm_mean_mg_s,core,GradientBoosting
2,0.3120605460036908,0.4215299068253477,0.4955023417170877,0.9523809523809524,Qm,Qm_mean_mg_s,core,GradientBoosting
3,0.529351929588573,0.24194457983908682,0.2577090856952461,0.8095238095238096,Qm,Qm_mean_mg_s,core,GradientBoosting
4,-0.003339778325051057,0.2730164610778432,0.318905765369359,0.467074242146171,Qm,Qm_mean_mg_s,core,GradientBoosting
5,0.535167333807216,0.423348190002512,0.5544139889740328,0.7857142857142858,Qm,Qm_mean_mg_s,core,GradientBoosting
6,0.40441169917011577,0.360838943320271,0.48755021230632883,0.7380952380952381,Qm,Qm_mean_mg_s,core,GradientBoosting
7,-0.3117899809700402,0.4183825509704224,0.572397194442175,0.4458154907584889,Qm,Qm_mean_mg_s,core,GradientBoosting
8,-4.058575926726104,0.34354143959233446,0.37310574829471865,-0.024551430807011818,Qm,Qm_mean_mg_s,core,GradientBoosting
9,0.4003852888131383,0.5836210891960251,0.7966894303047276,0.7142857142857144,Qm,Qm_mean_mg_s,core,GradientBoosting
10,0.6690257701118687,0.28514628160722333,0.3142332843142203,0.8024095954818835,Qm,Qm_mean_mg_s,core,GradientBoosting
11,-0.007934132207972455,0.5066564809443477,0.6512352676868269,0.9101959590540767,Qm,Qm_mean_mg_s,core,GradientBoosting
12,0.2955438058312425,0.5082795872756442,0.6964298646648424,0.5748606057183643,Qm,Qm_mean_mg_s,core,GradientBoosting
13,-6.716934479426088,0.3153247431275508,0.5364458340838318,0.9101959590540767,Qm,Qm_mean_mg_s,core,GradientBoosting
14,0.7236676449152895,0.1775676880082435,0.23417223584064753,0.9047619047619048,Qm,Qm_mean_mg_s,core,GradientBoosting
15,0.016587018540467402,0.6026734825942692,0.747597398662321,0.30952380952380953,Qm,Qm_mean_mg_s,core,GradientBoosting
16,0.5079544427603897,0.23416821954379508,0.26987978328855267,0.8095238095238096,Qm,Qm_mean_mg_s,core,GradientBoosting
17,0.4206559221161682,0.4789799973347412,0.6427321502082052,0.5476190476190477,Qm,Qm_mean_mg_s,core,GradientBoosting
18,-0.20900329290728448,0.65316430238272,0.8090415117578648,0.6190476190476191,Qm,Qm_mean_mg_s,core,GradientBoosting
19,0.4927413331986672,0.20839223373459953,0.29308951755417373,0.880952380952381,Qm,Qm_mean_mg_s,core,GradientBoosting
20,0.549082838904402,0.29446023170137253,0.37402798892679007,0.8503146459584139,Qm,Qm_mean_mg_s,core,GradientBoosting
21,0.0013176836089017208,0.694772278897163,0.7640951620573536,0.1077863635721933,Qm,Qm_mean_mg_s,core,GradientBoosting
22,-1.304556919560532,0.6740194052394893,0.9062143792902813,0.4285714285714286,Qm,Qm_mean_mg_s,core,GradientBoosting
23,0.4972055486232233,0.21433408081593364,0.28366622075919684,0.8095238095238096,Qm,Qm_mean_mg_s,core,GradientBoosting
24,-0.0006172655707703534,0.15789920865192736,0.1896394542369809,0.530158961983068,Qm,Qm_mean_mg_s,core,GradientBoosting
25,0.3588421447352994,0.4564162957960979,0.7142058752741913,0.5714285714285715,Qm,Qm_mean_mg_s,core,GradientBoosting
