Run,Alg_mg_ml,HA_mg_ml,Pressure_kPa,Angle_deg,AF_mean,AF_std,Alg_pct_wv,HA_pct_wv,Total_polymer_mg_ml,Total_polymer_pct_wv,HA_fraction,Alg_fraction,Alg_HA_ratio,Formulation_label,TP,TP_pct_wv,HF,Alg_fraction_feature,Alg_HA_ratio_safe,P_over_TP,P_over_Alg,P_over_HA,Alg_x_P,HA_x_P,TP_x_P,HF_x_P,Alg_x_HA,Alg_fraction_x_HA_fraction,Angle_rad,sin_angle,cos_angle,P_x_Angle,Alg_x_Angle,HA_x_Angle,TP_x_Angle,Eta0_mean_Pa_s,Eta0_std_Pa_s,Cross_m_mean,Cross_m_std,Cross_k_mean_s,Cross_k_std_s,G_prime_mean_Pa,G_prime_std_Pa,G_double_prime_mean_Pa,G_double_prime_std_Pa,Yield_stress_mean_Pa,Yield_stress_std_Pa
45,40,60,85,120,1.20002,0.0268969,4.0,6.0,100,10.0,0.6,0.4,0.6666666666666666,4ALG6HA,100,10.0,0.6,0.4,0.6666666666666666,0.85,2.125,1.4166666666666667,3400,5100,8500,51.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,10200,4800,7200,12000,282.372,32.09102315290056,0.6263533333333333,0.1265319256406593,0.6336433333333333,0.3047039019512769,343.8516666666667,10.256394363192799,480.3396666666667,10.669135735069325,557.345,39.86543601918839
46,40,60,95,120,1.15453,0.0215345,4.0,6.0,100,10.0,0.6,0.4,0.6666666666666666,4ALG6HA,100,10.0,0.6,0.4,0.6666666666666666,0.95,2.375,1.5833333333333333,3800,5700,9500,57.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,11400,4800,7200,12000,282.372,32.09102315290056,0.6263533333333333,0.1265319256406593,0.6336433333333333,0.3047039019512769,343.8516666666667,10.256394363192799,480.3396666666667,10.669135735069325,557.345,39.86543601918839
47,40,80,120,60,1.60113,0.0298627,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.0,3.0,1.5,4800,9600,14400,80.0,3200,0.2222222222222222,1.0471975511965976,0.8660254037844386,0.5000000000000001,7200,2400,4800,7200,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
48,40,80,130,60,1.95358,0.0216747,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.0833333333333333,3.25,1.625,5200,10400,15600,86.66666666666666,3200,0.2222222222222222,1.0471975511965976,0.8660254037844386,0.5000000000000001,7800,2400,4800,7200,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
49,40,80,140,60,1.82522,0.0133087,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.1666666666666667,3.5,1.75,5600,11200,16800,93.33333333333333,3200,0.2222222222222222,1.0471975511965976,0.8660254037844386,0.5000000000000001,8400,2400,4800,7200,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
50,40,80,150,60,1.92546,0.0219518,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.25,3.75,1.875,6000,12000,18000,100.0,3200,0.2222222222222222,1.0471975511965976,0.8660254037844386,0.5000000000000001,9000,2400,4800,7200,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
51,40,80,120,90,1.36288,0.0282561,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.0,3.0,1.5,4800,9600,14400,80.0,3200,0.2222222222222222,1.5707963267948966,1.0,6.123233995736766e-17,10800,3600,7200,10800,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
52,40,80,130,90,1.34172,0.0445454,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.0833333333333333,3.25,1.625,5200,10400,15600,86.66666666666666,3200,0.2222222222222222,1.5707963267948966,1.0,6.123233995736766e-17,11700,3600,7200,10800,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
53,40,80,150,90,1.42105,0.0145608,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.25,3.75,1.875,6000,12000,18000,100.0,3200,0.2222222222222222,1.5707963267948966,1.0,6.123233995736766e-17,13500,3600,7200,10800,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
54,40,80,110,120,1.22687,0.0203316,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,0.9166666666666666,2.75,1.375,4400,8800,13200,73.33333333333333,3200,0.2222222222222222,2.0943951023931953,0.8660254037844387,-0.4999999999999998,13200,4800,9600,14400,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
55,40,80,130,120,1.18756,0.0206974,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.0833333333333333,3.25,1.625,5200,10400,15600,86.66666666666666,3200,0.2222222222222222,2.0943951023931953,0.8660254037844387,-0.4999999999999998,15600,4800,9600,14400,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
56,40,80,140,120,1.18237,0.0173148,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.1666666666666667,3.5,1.75,5600,11200,16800,93.33333333333333,3200,0.2222222222222222,2.0943951023931953,0.8660254037844387,-0.4999999999999998,16800,4800,9600,14400,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
57,40,80,150,120,1.19584,0.0204479,4.0,8.0,120,12.0,0.6666666666666666,0.3333333333333333,0.5,4ALG8HA,120,12.0,0.6666666666666666,0.3333333333333333,0.5,1.25,3.75,1.875,6000,12000,18000,100.0,3200,0.2222222222222222,2.0943951023931953,0.8660254037844387,-0.4999999999999998,18000,4800,9600,14400,592.6103333333334,148.4237045499583,0.83208,0.03255780811111217,0.672298,0.1917997737772388,476.7703333333333,12.100630162654051,577.1643333333333,11.709402817109474,567.7743333333333,19.17413644296233
58,60,20,50,60,1.80075,0.120007,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.625,0.8333333333333334,2.5,3000,1000,4000,12.5,1200,0.1875,1.0471975511965976,0.8660254037844386,0.5000000000000001,3000,3600,1200,4800,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
59,60,20,55,60,1.93806,0.0437234,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.6875,0.9166666666666666,2.75,3300,1100,4400,13.75,1200,0.1875,1.0471975511965976,0.8660254037844386,0.5000000000000001,3300,3600,1200,4800,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
60,60,20,60,60,2.0106,0.0630045,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.75,1.0,3.0,3600,1200,4800,15.0,1200,0.1875,1.0471975511965976,0.8660254037844386,0.5000000000000001,3600,3600,1200,4800,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
61,60,20,65,60,2.31133,0.0988328,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.8125,1.0833333333333333,3.25,3900,1300,5200,16.25,1200,0.1875,1.0471975511965976,0.8660254037844386,0.5000000000000001,3900,3600,1200,4800,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
62,60,20,50,90,1.5134,0.0504629,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.625,0.8333333333333334,2.5,3000,1000,4000,12.5,1200,0.1875,1.5707963267948966,1.0,6.123233995736766e-17,4500,5400,1800,7200,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
63,60,20,55,90,1.53985,0.0697319,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.6875,0.9166666666666666,2.75,3300,1100,4400,13.75,1200,0.1875,1.5707963267948966,1.0,6.123233995736766e-17,4950,5400,1800,7200,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
64,60,20,60,90,1.49433,0.0310203,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.75,1.0,3.0,3600,1200,4800,15.0,1200,0.1875,1.5707963267948966,1.0,6.123233995736766e-17,5400,5400,1800,7200,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
65,60,20,65,90,1.4624,0.0374672,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.8125,1.0833333333333333,3.25,3900,1300,5200,16.25,1200,0.1875,1.5707963267948966,1.0,6.123233995736766e-17,5850,5400,1800,7200,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
66,60,20,70,90,1.62994,0.0274714,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.875,1.1666666666666667,3.5,4200,1400,5600,17.5,1200,0.1875,1.5707963267948966,1.0,6.123233995736766e-17,6300,5400,1800,7200,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
67,60,20,50,120,1.09488,0.0162623,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.625,0.8333333333333334,2.5,3000,1000,4000,12.5,1200,0.1875,2.0943951023931953,0.8660254037844387,-0.4999999999999998,6000,7200,2400,9600,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
68,60,20,55,120,1.21931,0.0365402,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.6875,0.9166666666666666,2.75,3300,1100,4400,13.75,1200,0.1875,2.0943951023931953,0.8660254037844387,-0.4999999999999998,6600,7200,2400,9600,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
69,60,20,65,120,1.22121,0.00902439,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.8125,1.0833333333333333,3.25,3900,1300,5200,16.25,1200,0.1875,2.0943951023931953,0.8660254037844387,-0.4999999999999998,7800,7200,2400,9600,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
70,60,20,70,120,1.27114,0.0290935,6.0,2.0,80,8.0,0.25,0.75,3.0,6ALG2HA,80,8.0,0.25,0.75,3.0,0.875,1.1666666666666667,3.5,4200,1400,5600,17.5,1200,0.1875,2.0943951023931953,0.8660254037844387,-0.4999999999999998,8400,7200,2400,9600,55.21086666666667,21.06547381008396,0.5632186666666666,0.07190775624599433,0.18346433333333334,0.07726714006829381,69.5827,1.79429821378722,156.4706666666667,4.213302782062233,347.0943333333333,29.410819987435485
71,60,40,95,60,2.36855,0.123116,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.95,1.5833333333333333,2.375,5700,3800,9500,38.0,2400,0.24,1.0471975511965976,0.8660254037844386,0.5000000000000001,5700,3600,2400,6000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
72,60,40,100,60,1.56292,0.0428463,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.0,1.6666666666666667,2.5,6000,4000,10000,40.0,2400,0.24,1.0471975511965976,0.8660254037844386,0.5000000000000001,6000,3600,2400,6000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
73,60,40,105,60,1.7423,0.0698619,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.05,1.75,2.625,6300,4200,10500,42.0,2400,0.24,1.0471975511965976,0.8660254037844386,0.5000000000000001,6300,3600,2400,6000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
74,60,40,90,90,1.41795,0.0411236,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.9,1.5,2.25,5400,3600,9000,36.0,2400,0.24,1.5707963267948966,1.0,6.123233995736766e-17,8100,5400,3600,9000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
75,60,40,95,90,1.31523,0.00945609,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.95,1.5833333333333333,2.375,5700,3800,9500,38.0,2400,0.24,1.5707963267948966,1.0,6.123233995736766e-17,8550,5400,3600,9000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
76,60,40,100,90,1.32876,0.0307992,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.0,1.6666666666666667,2.5,6000,4000,10000,40.0,2400,0.24,1.5707963267948966,1.0,6.123233995736766e-17,9000,5400,3600,9000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
77,60,40,105,90,1.46489,0.0155806,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.05,1.75,2.625,6300,4200,10500,42.0,2400,0.24,1.5707963267948966,1.0,6.123233995736766e-17,9450,5400,3600,9000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
78,60,40,85,120,1.17845,0.0104487,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.85,1.4166666666666667,2.125,5100,3400,8500,34.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,10200,7200,4800,12000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
79,60,40,90,120,1.14397,0.0103393,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.9,1.5,2.25,5400,3600,9000,36.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,10800,7200,4800,12000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
80,60,40,95,120,1.19772,0.0201288,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,0.95,1.5833333333333333,2.375,5700,3800,9500,38.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,11400,7200,4800,12000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
81,60,40,100,120,1.16671,0.0273399,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.0,1.6666666666666667,2.5,6000,4000,10000,40.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,12000,7200,4800,12000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
82,60,40,105,120,1.11558,0.0117484,6.0,4.0,100,10.0,0.4,0.6,1.5,6ALG4HA,100,10.0,0.4,0.6,1.5,1.05,1.75,2.625,6300,4200,10500,42.0,2400,0.24,2.0943951023931953,0.8660254037844387,-0.4999999999999998,12600,7200,4800,12000,245.63666666666666,80.74469995196796,0.6345706666666667,0.0644900660127848,0.7346953333333333,0.5109673616830466,239.34633333333332,37.14453368038607,352.2513333333333,52.609824598959996,552.6129999999999,26.21128985761678
83,60,60,140,60,1.50363,0.047354,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.1666666666666667,2.3333333333333335,2.3333333333333335,8400,8400,16800,70.0,3600,0.25,1.0471975511965976,0.8660254037844386,0.5000000000000001,8400,3600,3600,7200,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
84,60,60,150,60,1.81434,0.0715356,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.25,2.5,2.5,9000,9000,18000,75.0,3600,0.25,1.0471975511965976,0.8660254037844386,0.5000000000000001,9000,3600,3600,7200,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
85,60,60,155,60,1.78987,0.0386035,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.2916666666666667,2.5833333333333335,2.5833333333333335,9300,9300,18600,77.5,3600,0.25,1.0471975511965976,0.8660254037844386,0.5000000000000001,9300,3600,3600,7200,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
86,60,60,160,60,1.70334,0.0283493,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,9600,9600,19200,80.0,3600,0.25,1.0471975511965976,0.8660254037844386,0.5000000000000001,9600,3600,3600,7200,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
87,60,60,140,90,1.27302,0.0232889,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.1666666666666667,2.3333333333333335,2.3333333333333335,8400,8400,16800,70.0,3600,0.25,1.5707963267948966,1.0,6.123233995736766e-17,12600,5400,5400,10800,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
88,60,60,145,90,1.4647,0.0146547,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.2083333333333333,2.4166666666666665,2.4166666666666665,8700,8700,17400,72.5,3600,0.25,1.5707963267948966,1.0,6.123233995736766e-17,13050,5400,5400,10800,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
89,60,60,150,90,1.62833,0.0337752,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.25,2.5,2.5,9000,9000,18000,75.0,3600,0.25,1.5707963267948966,1.0,6.123233995736766e-17,13500,5400,5400,10800,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
90,60,60,155,90,1.49292,0.0278472,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.2916666666666667,2.5833333333333335,2.5833333333333335,9300,9300,18600,77.5,3600,0.25,1.5707963267948966,1.0,6.123233995736766e-17,13950,5400,5400,10800,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
91,60,60,160,90,1.54228,0.0432433,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,9600,9600,19200,80.0,3600,0.25,1.5707963267948966,1.0,6.123233995736766e-17,14400,5400,5400,10800,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
92,60,60,140,120,1.20107,0.00993045,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.1666666666666667,2.3333333333333335,2.3333333333333335,8400,8400,16800,70.0,3600,0.25,2.0943951023931953,0.8660254037844387,-0.4999999999999998,16800,7200,7200,14400,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
93,60,60,145,120,1.21688,0.0252817,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.2083333333333333,2.4166666666666665,2.4166666666666665,8700,8700,17400,72.5,3600,0.25,2.0943951023931953,0.8660254037844387,-0.4999999999999998,17400,7200,7200,14400,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
94,60,60,150,120,1.30275,0.00780293,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.25,2.5,2.5,9000,9000,18000,75.0,3600,0.25,2.0943951023931953,0.8660254037844387,-0.4999999999999998,18000,7200,7200,14400,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
95,60,60,155,120,1.35987,0.0105086,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.2916666666666667,2.5833333333333335,2.5833333333333335,9300,9300,18600,77.5,3600,0.25,2.0943951023931953,0.8660254037844387,-0.4999999999999998,18600,7200,7200,14400,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
96,60,60,160,120,1.16353,0.0154409,6.0,6.0,120,12.0,0.5,0.5,1.0,6ALG6HA,120,12.0,0.5,0.5,1.0,1.3333333333333333,2.6666666666666665,2.6666666666666665,9600,9600,19200,80.0,3600,0.25,2.0943951023931953,0.8660254037844387,-0.4999999999999998,19200,7200,7200,14400,443.52866666666665,67.55642111844986,0.861236,0.02486331098224849,0.423928,0.11687134087961855,486.0876666666666,88.60083584443959,632.5566666666667,92.66123312547336,760.8486666666668,45.40990498044819
